true_label,prediction,count
lost_or_stolen_card,edit_personal_details,1
direct_debit_payment_not_recognised,reverted_card_payment?,1
direct_debit_payment_not_recognised,transfer_into_account,1
direct_debit_payment_not_recognised,unable_to_verify_identity,1
direct_debit_payment_not_recognised,verify_my_identity,1
direct_debit_payment_not_recognised,wrong_amount_of_cash_received,1
disposable_card_limits,age_limit,1
disposable_card_limits,card_arrival,1
declined_transfer,cancel_transfer,1
declined_transfer,card_acceptance,1
declined_transfer,card_swallowed,1
declined_cash_withdrawal,edit_personal_details,1
declined_cash_withdrawal,extra_charge_on_statement,1
declined_cash_withdrawal,transaction_charged_twice,1
declined_cash_withdrawal,transfer_fee_charged,1
declined_transfer,edit_personal_details,1
declined_transfer,passcode_forgotten,1
declined_transfer,transfer_not_received_by_recipient,1
direct_debit_payment_not_recognised,cancel_transfer,1
direct_debit_payment_not_recognised,card_not_working,1
direct_debit_payment_not_recognised,cash_withdrawal_charge,1
declined_card_payment,reverted_card_payment?,1
declined_cash_withdrawal,activate_my_card,1
declined_cash_withdrawal,card_payment_not_recognised,1
declined_cash_withdrawal,card_payment_wrong_exchange_rate,1
order_physical_card,card_delivery_estimate,1
order_physical_card,card_not_working,1
pending_top_up,exchange_rate,1
pending_top_up,get_physical_card,1
passcode_forgotten,edit_personal_details,1
pending_card_payment,activate_my_card,1
pending_card_payment,cancel_transfer,1
pending_card_payment,card_about_to_expire,1
pending_card_payment,card_not_working,1
pending_card_payment,transfer_timing,1
pending_cash_withdrawal,activate_my_card,1
pending_cash_withdrawal,card_acceptance,1
pending_cash_withdrawal,card_payment_wrong_exchange_rate,1
pending_cash_withdrawal,cash_withdrawal_not_recognised,1
pending_cash_withdrawal,declined_card_payment,1
pending_cash_withdrawal,extra_charge_on_statement,1
lost_or_stolen_phone,terminate_account,1
declined_cash_withdrawal,declined_card_payment,1
contactless_not_working,card_not_working,1
pending_transfer,activate_my_card,1
pending_transfer,balance_not_updated_after_bank_transfer,1
pending_transfer,cancel_transfer,1
pending_transfer,card_payment_fee_charged,1
pending_transfer,card_payment_wrong_exchange_rate,1
pending_transfer,contactless_not_working,1
pending_transfer,pending_card_payment,1
pending_transfer,receiving_money,1
pending_cash_withdrawal,terminate_account,1
pending_cash_withdrawal,transaction_charged_twice,1
pending_cash_withdrawal,unable_to_verify_identity,1
pending_top_up,automatic_top_up,1
pending_top_up,balance_not_updated_after_bank_transfer,1
pending_top_up,card_payment_fee_charged,1
pending_top_up,card_swallowed,1
pending_top_up,topping_up_by_card,1
pending_top_up,transfer_timing,1
pending_top_up,unable_to_verify_identity,1
pending_top_up,verify_source_of_funds,1
pending_top_up,why_verify_identity,1
declined_card_payment,card_acceptance,1
declined_card_payment,card_payment_not_recognised,1
declined_card_payment,card_swallowed,1
declined_card_payment,edit_personal_details,1
declined_card_payment,exchange_rate,1
declined_card_payment,exchange_via_app,1
declined_card_payment,extra_charge_on_statement,1
compromised_card,transfer_into_account,1
